id,name,company,city,salary,skills,url
127709982,Frontend Developer / Фронтэнд разработчик,Podscribe,Москва,3500.0,"2+ years of React and Typescript experience. Experience with HTML5 and CSS3. Python, Node, SQL (bonus). ",https://hh.ru/vacancy/127709982
127633477,QA engineer,Aston,Москва,,"опыт тестирования мобильных приложений (важно!). - знание теории тестирования (техники тест-дизайна, виды тестирования). - знание тестовой документации: тест-кейс, чек-лист...",https://hh.ru/vacancy/127633477
127402023,Backend Data Engineer,Геймдев Клуб,Москва,100000.0,"Опыт работы с прокси/rotator сетями будет плюсом. Навыки и технологии: — Python, асинхронные HTTP-клиенты. — SQL для работы с данными. ",https://hh.ru/vacancy/127402023
127607933,Аналитик данных/Data Engineer,Ledzilla,Москва,,"Hard-skills: Умение работать с большими массивами данных. Уверенное владение SQL (оконные функции, T-SQL, PL-SQL (используем PostgreSQL)) и...",https://hh.ru/vacancy/127607933
127750931,Product Manager - Retention / Менеджер по продукту - Удержание,Novakid Inc,Москва,4500.0,"Более 3-х лет опыта в управлении продуктами, уделяя особое внимание удержанию пользователей, повышению качества обслуживания клиентов или путешествиям после...",https://hh.ru/vacancy/127750931
