id,name,company,city,salary,skills,url
127786460,DWH Developer/Разработчик DWH,Топассистент,Москва,400000.0,Опыт работы в роли DWH Developer / Data Engineer / Database Developer от 2 лет. Уровень Middle / Middle+. Отличное знание SQL (написание...,https://hh.ru/vacancy/127786460
127709982,Frontend Developer / Фронтэнд разработчик,Podscribe,Москва,3500.0,"2+ years of React and Typescript experience. Experience with HTML5 and CSS3. Python, Node, SQL (bonus). ",https://hh.ru/vacancy/127709982
127633477,QA engineer,Aston,Москва,,"опыт тестирования мобильных приложений (важно!). - знание теории тестирования (техники тест-дизайна, виды тестирования). - знание тестовой документации: тест-кейс, чек-лист...",https://hh.ru/vacancy/127633477
127779299,Аналитик данных,Bamboo Bridge Academy,Москва,80000.0,"Опыт построения систем регулярной управленческой отчётности. Знание основ Data Engineering (ETL, хранилища данных). Базовые навыки Python (например, для парсинга, автоматизации...",https://hh.ru/vacancy/127779299
127402023,Backend Data Engineer,Геймдев Клуб,Москва,100000.0,"Опыт работы с прокси/rotator сетями будет плюсом. Навыки и технологии: — Python, асинхронные HTTP-клиенты. — SQL для работы с данными. ",https://hh.ru/vacancy/127402023
